indicatorNid,indicatorName,parentColumn,unit,subgroup,numerator,denominator,aggregationType,parentType,formId,periodicity,aggregationRule,highIsGood,typeDetailId,area,collection,sector,subsector
1445,"Percentage of  Community Engagement Meetings conducted with theme ""Women in the area, their life style and their vulnerabilities""  with  front line health workers",,percent,Frontline Health worker,1444,117,percent,indicator,2,monthly,,TRUE,,data.F2Q3,org.sdrc.datum19.document.CFInputFormData,Community Engagement Meeting,Community Engagement Meeting
1446,average number of Women in Reproductive Agegroups (WRA) (15-49) present in T4 session,,number,T4 Approach,14,1,avg,indicator,1,monthly,,TRUE,,data.F1Q3,org.sdrc.datum19.document.CFInputFormData,T4,T4
1448," Community Engagement Meetings conducted with theme ""What is anaemia, its causes and symptoms""  with  front line health workers",,number,Frontline Health Workers,F2Q7,,count,form,2,monthly,and$eq(data.F2NE1:44),TRUE,30,data.F2Q3,org.sdrc.datum19.document.CFInputFormData,Community Engagement Meeting,Community Engagement Meeting
1449,"Percentage of  Community Engagement Meetings conducted with theme ""What is anaemia, its causes and symptoms""  with  front line health workers",,percent,Frontline health worker,1448,118,percent,indicator,2,monthly,,TRUE,,data.F2Q3,org.sdrc.datum19.document.CFInputFormData,Community Engagement Meeting,Community Engagement Meeting
1450," Community Engagement Meetings conducted with theme ""Effects due to anaemia""  with  front line health workers",,number,Frontline Health worker,F2Q7,,count,form,2,monthly,and$eq(data.F2NE1:44),TRUE,31,data.F2Q3,org.sdrc.datum19.document.CFInputFormData,Community Engagement Meeting,Community Engagement Meeting
1451,"Percentage of  Community Engagement Meetings conducted with theme ""Effects due to anaemia""  with  front line health workers",,percent,Frontline Health worker,1450,119,percent,indicator,2,monthly,,TRUE,,data.F2Q3,org.sdrc.datum19.document.CFInputFormData,Community Engagement Meeting,Community Engagement Meeting
1452," Community Engagement Meetings conducted with theme ""Addressing anaemia using various approaches""  with  front line health workers",,number,Frontline Health worker,F2Q7,,count,form,2,monthly,and$eq(data.F2NE1:44),TRUE,32,data.F2Q3,org.sdrc.datum19.document.CFInputFormData,Community Engagement Meeting,Community Engagement Meeting
1453,"Percentage of  Community Engagement Meetings conducted with theme ""Addressing anaemia using various approaches""  with  front line health workers",,percent,Frontline Health worker,1452,120,percent,indicator,2,monthly,,TRUE,,data.F2Q3,org.sdrc.datum19.document.CFInputFormData,Community Engagement Meeting,Community Engagement Meeting
1454," Community Engagement Meetings conducted with theme ""Supplements for anaemia (IFA)""  with  front line health workers",,number,Frontline health worker,F2Q7,,count,form,2,monthly,and$eq(data.F2NE1:44),TRUE,33,data.F2Q3,org.sdrc.datum19.document.CFInputFormData,Community Engagement Meeting,Community Engagement Meeting
1455,"Percentage of  Community Engagement Meetings conducted with theme ""Supplements for anaemia (IFA)""  with  front line health workers",,percent,Frontline health workers,1454,121,percent,indicator,2,monthly,,TRUE,,data.F2Q3,org.sdrc.datum19.document.CFInputFormData,Community Engagement Meeting,Community Engagement Meeting
1456," Community Engagement Meetings conducted with theme ""Understanding barriers and opportunities""  with  front line health workers",,number,Frontline Health workers,F2Q7,,count,form,2,monthly,and$eq(data.F2NE1:44),TRUE,34,data.F2Q3,org.sdrc.datum19.document.CFInputFormData,Community Engagement Meeting,Community Engagement Meeting
1457,"Percentage of  Community Engagement Meetings conducted with theme ""Understanding barriers and opportunities""  with  front line health workers",,percent,FRONTLINE health worker,1456,122,percent,indicator,2,monthly,,TRUE,,data.F2Q3,org.sdrc.datum19.document.CFInputFormData,Community Engagement Meeting,Community Engagement Meeting
1458," Community Engagement Meetings conducted with theme ""Role of other stakeholders in ensuring IFA compliance""  with  front line health workers",,number,Frontline Health workers,F2Q7,,count,form,2,monthly,and$eq(data.F2NE1:44),TRUE,35,data.F2Q3,org.sdrc.datum19.document.CFInputFormData,Community Engagement Meeting,Community Engagement Meeting
1459,"Percentage of  Community Engagement Meetings conducted with theme ""Role of other stakeholders in ensuring IFA compliance""  with  front line health workers",,percent,Frontline health worker,1458,123,percent,indicator,2,monthly,,TRUE,,data.F2Q3,org.sdrc.datum19.document.CFInputFormData,Community Engagement Meeting,Community Engagement Meeting
1460," Community Engagement Meetings conducted with theme ""dietary diversity""  with  front line health workers",,number,FRontline health woker,F2Q7,,count,form,2,monthly,and$eq(data.F2NE1:44),TRUE,36,data.F2Q3,org.sdrc.datum19.document.CFInputFormData,Community Engagement Meeting,Community Engagement Meeting
1461,"Percentage of  Community Engagement Meetings conducted with theme ""dietary diversity""  with  front line health workers",,percent,Frontline Health worker,1460,124,percent,indicator,2,monthly,,TRUE,,data.F2Q3,org.sdrc.datum19.document.CFInputFormData,Community Engagement Meeting,Community Engagement Meeting
1462," Community Engagement Meetings conducted with theme ""deworming and malaria-effect on anaemia and IFA intake""  with  front line health workers",,number,Frontline health worker,F2Q7,,count,form,2,monthly,and$eq(data.F2NE1:44),TRUE,37,data.F2Q3,org.sdrc.datum19.document.CFInputFormData,Community Engagement Meeting,Community Engagement Meeting
1463,"Percentage of  Community Engagement Meetings conducted with theme ""deworming and malaria-effect on anaemia and IFA intake""  with  front line health workers",,percent,Frontline Health worker,1462,125,percent,indicator,2,monthly,,TRUE,,data.F2Q3,org.sdrc.datum19.document.CFInputFormData,Community Engagement Meeting,Community Engagement Meeting
1464," Community Engagement Meetings conducted with theme ""WASH""  with  front line health workers",,number,Frontline Health worker,F2Q7,,count,form,2,monthly,and$eq(data.F2NE1:44),TRUE,38,data.F2Q3,org.sdrc.datum19.document.CFInputFormData,Community Engagement Meeting,Community Engagement Meeting
1465,"Percentage of Community Engagement Meetings conducted with theme ""WASH""  with  front line health workers",,percent,Frontline Health workers,1464,126,percent,indicator,2,monthly,,TRUE,,data.F2Q3,org.sdrc.datum19.document.CFInputFormData,Community Engagement Meeting,Community Engagement Meeting
1466,Community Engagement Meetings where pregnant women were present,,number,Pregnant,F2Q9,,count,form,2,monthly,total,TRUE,45,data.F2Q3,org.sdrc.datum19.document.CFInputFormData,Community Engagement Meeting,Community Engagement Meeting
1467,pregnant women present  in Community Engagement Meetings,,number,Pregnant women ,F2NE7,,number,numeric,2,monthly,,TRUE,,data.F2Q3,org.sdrc.datum19.document.CFInputFormData,Community Engagement Meeting,Community Engagement Meeting
1468,"pregnant women present  in Community Engagement Meetings conducted with theme ""Women in the area, their life style and their vulnerabilities""",,number,Pregnant women,F2NE7,,number,numeric,2,monthly,and$eq(data.F2Q7:29),TRUE,,data.F2Q3,org.sdrc.datum19.document.CFInputFormData,Community Engagement Meeting,Community Engagement Meeting
1469,"pregnant women present  in Community Engagement Meetings conducted with theme ""What is anaemia, its causes and symptoms""",,number,Pregnant women,F2NE7,,number,numeric,2,monthly,and$eq(data.F2Q7:30),TRUE,,data.F2Q3,org.sdrc.datum19.document.CFInputFormData,Community Engagement Meeting,Community Engagement Meeting
1470,"pregnant women present  in Community Engagement Meetings conducted with theme ""Effects due to anaemia""",,number,Pregnant women,F2NE7,,number,numeric,2,monthly,and$eq(data.F2Q7:31),TRUE,,data.F2Q3,org.sdrc.datum19.document.CFInputFormData,Community Engagement Meeting,Community Engagement Meeting
1471,"pregnant women present  in Community Engagement Meetings conducted with theme ""Addressing anaemia using various approaches""",,number,Pregnant women,F2NE7,,number,numeric,2,monthly,and$eq(data.F2Q7:32),TRUE,,data.F2Q3,org.sdrc.datum19.document.CFInputFormData,Community Engagement Meeting,Community Engagement Meeting
1472,"pregnant women present  in Community Engagement Meetings conducted with theme ""Supplements for anaemia (IFA)""",,number,Pregnant women,F2NE7,,number,numeric,2,monthly,and$eq(data.F2Q7:33),TRUE,,data.F2Q3,org.sdrc.datum19.document.CFInputFormData,Community Engagement Meeting,Community Engagement Meeting
1473,"pregnant women present  in Community Engagement Meetings conducted with theme ""Understanding barriers and opportunities""",,number,Pregnant woman,F2NE7,,number,numeric,2,monthly,and$eq(data.F2Q7:34),TRUE,,data.F2Q3,org.sdrc.datum19.document.CFInputFormData,Community Engagement Meeting,Community Engagement Meeting
1474,"pregnant women present  in Community Engagement Meetings conducted with theme ""Role of other stakeholders in ensuring IFA compliance""",,number,Pregnant women,F2NE7,,number,numeric,2,monthly,and$eq(data.F2Q7:35),TRUE,,data.F2Q3,org.sdrc.datum19.document.CFInputFormData,Community Engagement Meeting,Community Engagement Meeting
1475,"pregnant women present  in Community Engagement Meetings conducted with theme ""dietary diversity""",,number,Pregnant women,F2NE7,,number,numeric,2,monthly,and$eq(data.F2Q7:36),TRUE,,data.F2Q3,org.sdrc.datum19.document.CFInputFormData,Community Engagement Meeting,Community Engagement Meeting
1476,"pregnant women present  in Community Engagement Meetings conducted with theme ""deworming and malaria-effect on anaemia and IFA intake""",,number,Pregnant woman,F2NE7,,number,numeric,2,monthly,and$eq(data.F2Q7:37),TRUE,,data.F2Q3,org.sdrc.datum19.document.CFInputFormData,Community Engagement Meeting,Community Engagement Meeting
1477,"pregnant women present  in Community Engagement Meetings conducted with theme ""WASH""",,number,Pregnant woman,F2NE7,,number,numeric,2,monthly,and$eq(data.F2Q7:38),TRUE,,data.F2Q3,org.sdrc.datum19.document.CFInputFormData,Community Engagement Meeting,Community Engagement Meeting
1478,Percentage of Community Engagement Meetings where pregnant women were present,,percent,PregnantWomen,1466,116,percent,indicator,2,monthly,,TRUE,,data.F2Q3,org.sdrc.datum19.document.CFInputFormData,Community Engagement Meeting,Community Engagement Meeting
1479,"Community Engagement Meetings conducted with theme ""Women in the area, their life style and their vulnerabilities"" where pregnant women were present",,number,Pregnant women,F2Q9,,count,form,2,monthly,and$eq(data.F2Q7:29),TRUE,45,data.F2Q3,org.sdrc.datum19.document.CFInputFormData,Community Engagement Meeting,Community Engagement Meeting
1480,"Percentage of Community Engagement Meetings conducted with theme ""Women in the area, their life style and their vulnerabilities"" where pregnant women were present",,percent,Pregnant women,1479,117,percent,indicator,2,monthly,,TRUE,,data.F2Q3,org.sdrc.datum19.document.CFInputFormData,Community Engagement Meeting,Community Engagement Meeting
1481,"Community Engagement Meetings conducted with theme ""What is anaemia, its causes and symptoms"" where pregnant women were present",,number,Pregnant women,F2Q9,,count,form,2,monthly,and$eq(data.F2Q7:30),TRUE,45,data.F2Q3,org.sdrc.datum19.document.CFInputFormData,Community Engagement Meeting,Community Engagement Meeting
1482,"Percentage of Community Engagement Meetings conducted with theme ""What is anaemia, its causes and symptoms"" where pregnant women were present",,percent,PregnantWomen,1481,118,percent,indicator,2,monthly,,TRUE,,data.F2Q3,org.sdrc.datum19.document.CFInputFormData,Community Engagement Meeting,Community Engagement Meeting
1483,"Community Engagement Meetings conducted with theme ""Effects due to anaemia""where pregnant women were present",,number,PregnantWomen,F2Q9,,count,form,2,monthly,and$eq(data.F2Q7:31),TRUE,45,data.F2Q3,org.sdrc.datum19.document.CFInputFormData,Community Engagement Meeting,Community Engagement Meeting
1484,"Percentage of Community Engagement Meetings conducted with theme ""Effects due to anaemia""where pregnant women were present",,percent,PregnantWomen,1483,119,percent,indicator,2,monthly,,TRUE,,data.F2Q3,org.sdrc.datum19.document.CFInputFormData,Community Engagement Meeting,Community Engagement Meeting
1485,"Community Engagement Meetings conducted with theme ""Addressing anaemia using various approaches"" where pregnant women were present",,number,PregnantWomen,F2Q9,,count,form,2,monthly,and$eq(data.F2Q7:32),TRUE,45,data.F2Q3,org.sdrc.datum19.document.CFInputFormData,Community Engagement Meeting,Community Engagement Meeting
1486,"Percentage of Community Engagement Meetings conducted with theme ""Addressing anaemia using various approaches"" where pregnant women were present",,percent,PregnantWomen,1485,120,percent,indicator,2,monthly,,TRUE,,data.F2Q3,org.sdrc.datum19.document.CFInputFormData,Community Engagement Meeting,Community Engagement Meeting
1487,"Community Engagement Meetings conducted with theme ""Supplements for anaemia (IFA)"" where pregnant women were present",,number,PregnantWomen,F2Q9,,count,form,2,monthly,and$eq(data.F2Q7:33),TRUE,45,data.F2Q3,org.sdrc.datum19.document.CFInputFormData,Community Engagement Meeting,Community Engagement Meeting
1488,"Percentage of Community Engagement Meetings conducted with theme ""Supplements for anaemia (IFA)"" where pregnant women were present",,percent,PregnantWomen,1487,121,percent,indicator,2,monthly,,TRUE,,data.F2Q3,org.sdrc.datum19.document.CFInputFormData,Community Engagement Meeting,Community Engagement Meeting
1489,"Community Engagement Meetings conducted with theme ""Understanding barriers and opportunities"" where pregnant women were present",,number,PregnantWomen,F2Q9,,count,form,2,monthly,and$eq(data.F2Q7:34),TRUE,45,data.F2Q3,org.sdrc.datum19.document.CFInputFormData,Community Engagement Meeting,Community Engagement Meeting
1490,"Percentage of Community Engagement Meetings conducted with theme ""Understanding barriers and opportunities"" where pregnant women were present",,percent,PreganantWomen,1489,122,percent,indicator,2,monthly,,TRUE,,data.F2Q3,org.sdrc.datum19.document.CFInputFormData,Community Engagement Meeting,Community Engagement Meeting
